SNo,அதிகாரம்,இயல்,பால்,Chapter,Book,Division,अध्याय-chapter,विभाजन-Division,पुस्तक-book,தமிழ்,English,हिन्दी,English_explanation,Tamil_Explanation,Hindi_Explanation
212,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு வேளாண்மை செய்தற் பொருட்டு.,"The worthy say, when wealth rewards their toil-spent hours, For uses of beneficence alone 'tis ours. ","बहु प्रयत्न से जो जुड़ा, योग्य व्यक्ति के पास ।  लोगों के उपकार हित, है वह सब धन-रास ॥",All the wealth acquired with perseverance by the worthy is for the exercise of benevolence.,"தக்கார்க்கு - தகுதி உடையார்க்கு ஆயின், தாள் ஆற்றித்  தந்த பொருள் எல்லாம் - முயல்தலைச் செய்து ஈட்டிய  பொருள் முழுவதும், வேளாண்மை செய்தற் பொருட்டு  - ஒப்புரவு செய்தற் பயத்தவாம். (பிறர்க்கு உதவாதார்  போலத் தாமே உண்டற்பொருட்டும் வைத்து  இழத்தற்பொருட்டும் அன்று என்பதாயிற்று.).",योग्य द्वारा दृढ़ता के साथ अधिग्रहित सभी धन परोपकार के अभ्यास के लिए है।
213,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,புத்தே ளுலகத்தும் ஈண்டும் பெறலரிதே ஒப்புரவின் நல்ல பிற.,"To 'due beneficence' no equal good we know, Amid the happy gods, or in this world below. ","किया भाव निष्काम से, जनोपकार समान ।  स्वर्ग तथा भू लोक में दुष्कर जान ॥",It is difficult to obtain another good equal to benevolence either in this world or in that of the gods.,"புத்தேள் உலகத்தும் ஈண்டும் - தேவர் உலகத்தும்  இவ்வுலகத்தும், ஒப்புரவின் நல்ல பிற பெறல் அரிது -  ஒப்புரவுபோல நல்லன பிற செயல்களைப் பெறுதல்  அரிது. ( ஈவாரும் ஏற்பாரும் இன்றி எல்லோரும் ஒரு  தன்மையராகலின் புத்தேள் உலகத்து அரிதாயிற்று,  யாவர்க்கும் ஒப்பது இது போல் பிறிதொன்று  இன்மையின், இவ்வுலகத்து அரிதாயிற்று.  'பெறற்கரிது' என்று பாடம் ஓதி, 'பெறுதற்குக் காரணம்  அரிது' என்று உரைப்பாரும் உளர். இவை மூன்று  பாட்டானும் ஒப்புரவினது சிறப்புக் கூறப்பட்டது.).",इस दुनिया में या देवताओं में या तो परोपकार के बराबर एक और अच्छा प्राप्त करना मुश्किल है।
214,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,ஒத்த தறவோன் உயிர்வாழ்வான் மற்றையான் செத்தாருள் வைக்கப் படும்.,"Who knows what's human life's befitting grace, He lives; the rest 'mongst dead men have their place. ","ज्ञाता शिष्टाचार का, है मनुष्य सप्राण ।  मृत लोगों में अन्य की, गिनती होती जान ॥",He truly lives who knows (and discharges) the proper duties (of benevolence). He who knows them not will be reckoned among the dead.,"உயிர் வாழ்வான் ஒத்தது அறிவான் - உயிரோடு கூடி  வாழ்வானாவான் உலக நடையினை அறிந்து  செய்வான், மற்றையான் செத்தாருள் வைக்கப்படும் -  அஃதறிந்து செய்யாதவன் உயிருடையானே யாயினும்  செத்தாருள் ஒருவனாகக் கருதப்படும்.(உயிரின் அறிவும்  செயலும் காணாமையின், 'செத்தாருள் வைக்கப்படும்'  என்றார். இதனான் உலகநடை வழு வேத நடை  வழுப்போலத் தீர்திறன் உடைத்து அன்று என்பது  கூறப்பட்டது.).",वह वास्तव में रहता है जो उचित कर्तव्यों (परोपकार) को जानता है (और निर्वहन) करता है।वह जो जानता है कि उन्हें मृतकों के बीच नहीं माना जाएगा।
215,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,ஊருணி நீர்நிறைந் தற்றே உலகவாம் பேரறி வாளன் திரு.,"The wealth of men who love the 'fitting way,' the truly wise, Is as when water fills the lake that village needs supplies. ","पानी भरा तड़ाग ज्यों, आवे जग का काम ।  महा सुधी की संपदा, है जन-मन-सुख धाम ॥","The wealth of that man of eminent knowledge who desires to exercise the benevolence approved of by the world, is like the full waters of a city-tank.","உலகு அவாம் பேர் அறிவாளன் திரு - உலகநடையை  விரும்பிச் செய்யும்பெரிய அறிவினை யுடையவனது  செல்வம், ஊருணி நீர் நிறைந்தற்று - ஊரின் வாழ்வார்  தண்ணீர் உண்ணும் குளம் நீர் நிறைந்தாற் போலும்.  (நிறைதல் என்னும் இடத்து நிகழ் பொருளின் தொழில்  இடத்தின் மேல் ஏற்றப்பட்டது. பாழ் போகாது நெடிது  நின்று எல்லார்க்கும் வேண்டுவன தப்பாது உதவும்  என்பதாம்.).","प्रख्यात ज्ञान के उस व्यक्ति का धन जो दुनिया द्वारा अनुमोदित परोपकारिता का प्रयोग करने की इच्छा रखता है, शहर के टैंक के पूर्ण पानी की तरह है।"
216,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,பயன்மரம் உள்ளூர்ப் பழுத்தற்றால் செல்வம் நயனுடை யான்கண் படின்.,"A tree that fruits in th' hamlet's central mart, Is wealth that falls to men of liberal heart. ","शिष्ट जनों के पास यदि, आश्रित हो संपत्ति ।  ग्राम-मध्य ज्यों वृक्षवर, पावे फल-संपत्ति ॥",The wealth of a man (possessed of the virtue) of benevolence is like the ripening of a fruitful tree in the midst of a town.,"செல்வம் நயன் உடையான்கண் படின் - செல்வம்  ஒப்புரவு செய்வான் கண்ணே படுமாயின், பயன் மரம்  உள்ளூர்ப் பழுத்தற்று - அது பயன்படுமரம் ஊர் நடுவே  பழுத்தாற்போலும். (உலக நீதி பலவற்றுள்ளும் ஒப்புரவு  சிறந்தமையின் அதனையே 'நயன்'  என்றார்.எல்லார்க்கும் எளிதில் பயன் கொடுக்கும்  என்பதாம்.).",परोपकार के एक आदमी (पुण्य से युक्त) का धन एक शहर के बीच में एक फलदायी पेड़ के पकने की तरह है।
217,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,மருந்தாகித் தப்பா மரத்தற்றால் செல்வம் பெருந்தகை யான்கண் படின்.,"Unfailing tree that healing balm distils from every part, Is ample wealth that falls to him of large and noble heart. ","चूके बिन ज्यों वृक्ष का, दवा बने हर अंग ।  त्यों धन हो यदि वह रहे, उपकारी के संग ॥","If wealth be in the possession of a man who has the great excellence (of benevolence), it is like a tree which as a medicine is an infallible cure for disease.","செல்வம் பெருந்தகையான்கண் படின் - செல்வம்  ஒப்புரவு செய்யும் பெரிய தகைமையுடையான் கண்ணே  படுமாயின், மருந்து ஆகித் தப்பா மரத்தற்று - அஃது  எல்லா உறுப்பும் பிணிகட்கு மருந்தாய்த் தப்பாத  மரத்தை ஒக்கும். (தப்புதலாவது, கோடற்கு அரிய  இடங்களில் இன்றாதல், மறைந்து நின்றாதால் ,  காலத்தான் வேறுபட்டாதல், பயன்படாமை. தன் குறை  நோக்காது எல்லார் வருத்தமும் தீர்க்கும் என்பதாம்.  இவை மூன்று பாட்டானும் கடப்பாட்டாளனுடைய  பொருள் பயன்படுமாறு கூறப்பட்டது.).","यदि धन एक ऐसे व्यक्ति के कब्जे में है, जिसके पास महान उत्कृष्टता (परोपकार की) है, तो यह एक पेड़ की तरह है जो एक दवा के रूप में बीमारी के लिए एक अचूक इलाज है।"
218,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,இடனில் பருவத்தும் ஒப்புரவிற்கு ஒல்கார் கடனறி காட்சி யவர்.,"E'en when resources fall, they weary not of 'kindness due,'- They to whom Duty's self appears in vision true. ","सामाजिक कर्तव्य का, जिन सज्जन को ज्ञान ।  उपकृति से नहिं चूकते, दारिदवश भी जान ॥",The wise who know what is duty will not scant their benevolence even when they are without wealth.,"இடன் இல் பருவத்தும் ஒப்புரவிற்கு ஒல்கார் - செல்வம்  சுருங்கிய காலத்தும் ஒப்புரவு செய்தற்குத் தளரார்,  கடன்அறி காட்சியவர் - தாம் செய்யத் தகுந்தவற்றை  அறிந்த இயற்கை அறிவுடையார். (பிற எல்லாம்  ஒழியினும், இஃது ஒழியார் என்பதாம்.).","बुद्धिमान जो जानते हैं कि क्या कर्तव्य है, जब वे धन के बिना होते हैं, तब भी उनके परोपकार को नहीं छोड़ा जाएगा।"
219,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,நயனுடையான் நல்கூர்ந்தா னாதல் செயும்நீர செய்யாது அமைகலா வாறு.,"The kindly-hearted man is poor in this alone, When power of doing deeds of goodness he finds none. ","उपकारी को है नहीं, दरिद्रता की सोच ।  ‘मैं कृतकृत्य नहीं हुआ’ उसे यही संकोच ॥","The poverty of a benevolent man, is nothing but his inability to exercise the same.","நயன் உடையான் நல்கூர்ந்தான் ஆதல் - ஒப்புரவு  செய்தலை உடையான் நல்கூர்ந்தான் ஆதலாவது,  செயும் நீர செய்யாது அமைகலா ஆறு - தவிராது  செய்யும் நீர்மையையுடைய அவ்வொப்புரவுகளைச்  செய்யப்பெறாது வருந்துகின்ற இயல்பாம். (தான்  நுகர்வன நுகரப் பெறாமை அன்று என்பதாம்.  இவ்விரண்டு பாட்டானும் வறுமையான் ஒப்புரவு  ஒழிதற்பாற்று அன்று என்பது கூறப்பட்டது.).","एक परोपकारी व्यक्ति की गरीबी, कुछ भी नहीं है, लेकिन उसी व्यायाम करने में असमर्थता है।"
220,ஒப்புரவறிதல்,இல்லறவியல்,அறத்துப்பால்,Duty to Society,Domestic Virtue,Virtue,समाज के प्रति कर्तव्य,गुण,घरेलू गुण,ஒப்புரவி னால்வரும் கேடெனின் அஃதொருவன் விற்றுக்கோள் தக்க துடைத்து.,"Though by 'beneficence,' the loss of all should come, 'Twere meet man sold himself, and bought it with the sum. ","लोकोपकारिता किये, यदि होगा ही नाश ।  अपने को भी बेच कर, क्रय-लायक वह नाश ॥","If it be said that loss will result from benevolence, such loss is worth being procured even by the sale of one's self.","ஒப்புரவினால் கேடு வரும் எனின் - ஒப்புரவு  செய்தலான் ஒருவனுக்குப் பொருட்கேடு வரும் என்பார்  உளராயின், அஃது ஒருவன் விற்றுக்கோள் தக்கது  உடைத்து - அக்கேடு தன்னை விற்றாயினும் கொள்ளும்  தகுதியை உடைத்து. (தன்னைவிற்றுக்  கொள்ளப்படுவதொரு பொருள் இல்லை அன்றே?  இஃதாயின் அதுவும் செய்யப்படும் என்றது, புகழ்  பயத்தல் நோக்கி. இதனான் ஒப்புரவினால் கெடுவது  கேடு அன்று என்பது கூறப்பட்டது.).","यदि यह कहा जाए कि नुकसान परोपकार से परिणाम होगा, तो इस तरह के नुकसान को किसी के स्वयं की बिक्री से भी खरीदे जाने लायक है।"
221,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,வறியார்க்கொன்று ஈவதே ஈகைமற் றெல்லாம் குறியெதிர்ப்பை நீர துடைத்து.,"Call that a gift to needy men thou dost dispense, All else is void of good, seeking for recompense. ","देना दान गरीब को, है यथार्थ में दान ।  प्रत्याशा प्रतिदान की, है अन्य में निदान ॥",To give to the destitute is true charity. All other gifts have the nature of (what is done for) a measured return.,"வறியார்க்கு ஒன்று ஈவதே ஈகை - ஒரு பொருளும்  இல்லாதார்க்கு அவர் வேண்டியது ஒன்றைக்  கொடுப்பதே பிறர்க்குக் கொடுத்தலாவது, மற்று  எல்லாம் குறியெதிர்ப்பை நீரது உடைத்து - அஃதொழிந்த  எல்லாக் கொடையும் குறியெதிர்ப்பைக் கொடுக்கும்  நீர்மையை உடைத்து. (ஒழிந்த கொடைகளாவன:  வறியவர் அல்லாதார்க்கு ஒரு பயன் நோக்கிக்  கொடுப்பன. குறியெதிர்ப்பாவது அளவு குறித்து வாங்கி  அவ்வாங்கியவாறே எதிர் கொடுப்பது. 'நீரது' என்புழி,  'அது' என்பது பகுதிப்பொருள் விகுதி. பின்னும்  தன்பால் வருதலின், 'குறியெதிர்ப்பை நீரது உடைத்து'  என்றார். இதனால் ஈகையது இலக்கணம்  கூறப்பட்டது.).",निराश्रित को देने के लिए सच्ची दान है।अन्य सभी उपहारों में एक मापा वापसी की प्रकृति (क्या किया जाता है) की प्रकृति है।
222,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,நல்லாறு எனினும் கொளல்தீது மேலுலகம் இல்லெனினும் ஈதலே நன்று.,"Though men declare it heavenward path, yet to receive is ill; Though upper heaven were not, to give is virtue still. ","मोक्ष-मार्ग ही क्यों न हो, दान- ग्रहण अश्रेय ।  यद्यपि मोक्ष नहीं मिले, दान-धर्म ही श्रेय ॥","To beg is evil, even though it were said that it is a good path (to heaven). To give is good, even though it were said that those who do so cannot obtain heaven.","கொளல் நல் ஆறு எனினும் தீது - ஏற்றல் வீட்டுலகிற்கு  நல்ல நெறி என்பார் உளராயினும் அது தீது, மேல்  உலகம் இல் எனினும் ஈதலே நன்று - ஈந்தார்க்கு  அவ்வுலகு எய்துதல் இல்லை என்பார் உளராயினும் ,  ஈதலே நன்று. ('எனினும்' என்பது இரு வழியும்  அங்ஙனம் கூறுவார் இன்மை விளக்கி நின்றது.  பிரிநிலை ஏகாரத்தால் பிற அறங்களின் ஈதல் சிறந்தது  என்பது பெற்றாம். நல்லது கூறுவார் தீயதும் உடன்  கூறினார்.).","भीख माँगना बुराई है, भले ही यह कहा गया कि यह एक अच्छा रास्ता है (स्वर्ग के लिए)।देने के लिए अच्छा है, भले ही यह कहा गया कि जो लोग ऐसा करते हैं वे स्वर्ग प्राप्त नहीं कर सकते।"
223,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,இலனென்னும் எவ்வம் உரையாமை ஈதல் குலனுடையான் கண்ணே யுள.,'I've nought' is ne'er the high-born man's reply; He gives to those who raise themselves that cry. ,"‘दीन-हीन हूँ’ ना कहे, करता है यों दान ।  केवल प्राप्य कुलीन में, ऐसी उत्तम बान ॥","(Even in a low state) not to adopt the mean expedient of saying ""I have nothing,"" but to give, is the characteristic of the mad of noble birth.","இலன் என்னும் எவ்வம் உரையாமை - யான் வறியன்  என்று இரப்பான் சொல்லும் இளிவரவைத் தான்  பிறர்கண் சொல்லாமையும், ஈதல் - அதனைத் தன்கண்  சொன்னார்க்கு மாற்றாது ஈதலும், உள குலன்  உடையான் கண்ணே- இவை இரண்டும் உளவாவன  குடிப் பிறந்தான் கண்ணே. (மேல் தீது என்றது  ஒழிதற்கும் நன்று என்றது செய்தற்கும் உரியவனை  உணர்த்தியவாறு. இனி இலன் என்னும் எவ்வம்  உரையாமை ஈதல் என்பதற்கு, அவ்விளிவரவை  ஒருவன் தனக்குச் சொல்வதற்கு முன்னே அவன்  குறிப்பறிந்து கொடுத்தல் எனவும், அதனைப் பின்னும்  பிறனொருவன்பால் சென்று அவன் உரையா வகையால்  கொடுத்தல்' எனவும், அதனைப் பின்னும்  பிறனொருவன்பால் சென்று அவன் உரையா வகையால்  கொடுத்தல் எனவும், யான் இதுபொழுது  பொருளுடையேன் அல்லேன் 'எனக் கரப்பார்'  சொல்லும் இளிவரவைச் சொல்லாது கொடுத்தல்  எனவும் உரைப்பாரும் உளர். அவர் 'ஈதல்'  என்பதனைப் பொருட்பன்மை பற்றி வந்த பன்மையாக  உரைப்பர்.).","(यहां तक कि एक कम अवस्था में) यह कहने के लिए नहीं कि ""मेरे पास कुछ भी नहीं है,"" यह देने के लिए नहीं है, लेकिन देने के लिए, महान जन्म के पागल की विशेषता है।"
224,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,இன்னாது இரக்கப் படுதல் இரந்தவர் இன்முகங் காணும் அளவு.,"The suppliants' cry for aid yields scant delight, Until you see his face with grateful gladness bright. ","याचित होने की दशा, तब तक रहे विषण्ण ।  जब तक याचक का वदन, होगा नहीं प्रसन्न ॥","To see men begging from us in disagreeable, until we see their pleasant countenance.","இரக்கப்படுதல் இன்னாது - இரத்தலேயன்றி  இரக்கப்படுதலும் இனிது அன்று, இரந்தவர் இன்முகம்  காணும் அளவு - ஒரு பொருளை இரந்தவர் அது  பெற்றதனால் இனிதாகிய அவர் முகங் காணும்  அளவும்; (எச்ச உம்மையும் முற்று உம்மையும்  விகாரத்தால் தொக்கன. இரக்கப் படுதல் - 'இரப்பார்க்கு  ஈவல்' என்று இருத்தல். அதனை 'இன்னாது' என்றது.  'எல்லாம் இரப்பார்க்கு ஒன்று ஈயாமை' (நாலடி.145)  கூடுங்கொல்லோ என்னும் அச்சம் நோக்கி. எனவே  எல்லாப் பொருளும் ஈதல் வேண்டும் என்பது  பெறப்பட்டது.).","जब तक हम उनके सुखद प्रतिवाद को नहीं देखते, तब तक पुरुषों को हमसे भीख माँगते हुए देखने के लिए।"
225,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,ஆற்றுவார் ஆற்றல் பசிஆற்றல் அப்பசியை மாற்றுவார் ஆற்றலின் பின்.,"'Mid devotees they're great who hunger's pangs sustain, Who hunger's pangs relieve a higher merit gain. ","क्षुधा-नियन्त्रण जो रहा, तपोनिष्ठ की शक्ति ।  क्षुधा-निवारक शक्ति के, पीछे ही वह शक्ति ॥",The power of those who perform penance is the power of enduring hunger. It is inferior to the power of those who remove the hunger (of others).,"ஆற்றுவார் ஆற்றல் பசிஆற்றல் - தவத்தான்  வலியார்க்கு வலியாவது தம்மையுற்ற பசியைப்  பொறுத்தல், அப்பசியை மாற்றுவார் ஆற்றலின் பின் -  அவ் வலிதான் அங்ஙனம் பொறுத்தற்கு அரிய பசியை  ஈகையான் ஒழிப்பாரது வலிக்குப்பின். (தாமும் பசித்துப்  பிறரையும் அது தீர்க்க மாட்டாதார் ஆற்றலின், தாமும்  பசியாது பிறரையும் அது தீர்ப்பார் ஆற்றல் நன்று  என்பதாம்.).","तपस्या करने वालों की शक्ति, भूख को स्थायी करने की शक्ति है।यह उन लोगों की शक्ति से हीन है जो भूख (दूसरों की) को हटाते हैं।"
226,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,அற்றார் அழிபசி தீர்த்தல் அஃதொருவன் பெற்றான் பொருள்வைப் புழி.,Let man relieve the wasting hunger men endure; For treasure gained thus finds he treasure-house secure. ,"नाशक-भूक दरिद्र की, कर मिटा कर दूर ।,  वह धनिकों को चयन हित, बनता कोष ज़रूर ॥",The removal of the killing hunger of the poor is the place for one to lay up his wealth.,"அற்றார் அழிபசி தீர்த்தல் - வறியாரது மிக்க பசியை  அறன் நோக்கித் தீர்க்க, பொருள் பெற்றான் ஒருவன்  வைப்புழி அஃது - பொருள் பெற்றான் ஒருவன்  அதனைத் தனக்கு உதவ வைக்கும் இடம் அவ்வறம்  ஆகலான். (எல்லா நன்மைகளும் அழிய வருதலின்,  'அழி பசி' என்றார். 'அறம் நோக்கி' என்பது எஞ்சி  நின்றது. 'அற்றார் அழிபசி தீர்த்த' பொருள் பின்  தனக்கே வந்து உதவும் என்பதாம்.).",गरीबों की हत्या की भूख को हटाना एक के लिए अपना धन बिछाने की जगह है।
227,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,பாத்தூண் மரீஇ யவனைப் பசியென்னும் தீப்பிணி தீண்டல் அரிது.,"Whose soul delights with hungry men to share his meal, The hand of hunger's sickness sore shall never feel. ","भोजन को जो बाँट कर, किया करेगा भोग ।,  उसे नहीं पीड़ित करे, क्षुधा भयंकर रोग ॥",The fiery disease of hunger shall never touch him who habitually distributes his food to others.,"பாத்து ஊண் மரீஇயவனை - எஞ்ஞான்றும் பகுத்து  உண்டல் பயின்றவனை, பசி என்னும் தீப்பிணி தீண்டல்  அரிது - பசி என்று சொல்லப்படும் தீய நோய் தீண்டல்  இல்லை. (இவ்வுடம்பில் நின்று ஞான ஒழுக்கங்களை  அழித்து அதனால் வரும் உடம்புகட்கும்  துன்பஞ்செய்தலின், 'தீப்பிணி' எனப்பட்டது. தனக்கு  மருத்துவன் தான் ஆகலின், பசிப்பிணி நணுகாது  என்பதாம். இவை ஆறு பாட்டானும் ஈதலின் சிறப்புக்  கூறப்பட்டது.).",भूख की उग्र बीमारी उसे कभी नहीं छूएगी जो आदतन दूसरों को अपना भोजन वितरित करता है।
228,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,ஈத்துவக்கும் இன்பம் அறியார்கொல் தாமுடைமை வைத்திழக்கும் வன்க ணவர்.,"Delight of glad'ning human hearts with gifts do they not know. Men of unpitying eye, who hoard their wealth and lose it so? ","धन-संग्रह कर खो रहा, जो निर्दय धनवान ।,  दे कर होते हर्ष का, क्या उसको नहिं ज्ञान ॥",Do the hard-eyed who lay up and lose their possessions not know the happiness which springs from the pleasure of giving ?,"தாம் உடைமை வைத்து இழக்கும் வன்கணவர் - தாம்  உடைய பொருளை ஈயாது வைத்துப் பின் இழந்துபோம்  அருளிலாதார், ஈத்து உவக்கும் இன்பம் அறியார்கொல்  - வறியார்க்கு வேண்டியவற்றைக் கொடுத்து அவர்  உவத்தலான் அருளுடையார் எய்தும் இன்பத்தினைக்  கண்டறியார் கொல்லோ! (உவக்கும் என்பது  காரணத்தின்கண் வந்த பெயரெச்சம், அஃது இன்பம்  என்னும் காரியப் பெயர் கொண்டது. அறிந்தாராயின்,  தாமும் அவ்வின்பத்தை எய்துவது அல்லது வைத்து  இழவார் என்பது கருத்து.).","क्या हार्ड-आइड जो लेटते हैं और अपनी संपत्ति खो देते हैं, वे उस खुशी को नहीं जानते हैं जो देने की खुशी से स्प्रिंग्स है?"
229,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,இரத்தலின் இன்னாது மன்ற நிரப்பிய தாமே தமியர் உணல்.,"They keep their garners full, for self alone the board they spread;- 'Tis greater pain, be sure, than begging daily bread! ","स्वयं अकेले जीमना, पूर्ति के हेतु ।,  याचन करने से अधिक, निश्चय दुख का हेतु ॥",Solitary and unshared eating for the sake of filling up one's own riches is certainly much more unpleasant than begging.,"நிரப்பிய தாமே தமியர் உணல் - பொருட்குறை  நிரப்பவேண்டி வறியார்க்கு ஈயாது தாமே தனித்து  உண்டல் இரத்தலின் இன்னாது மன்ற - ஒருவர்க்குப்  பிறர்பால் சென்று இரத்தலினும் இன்னாது  ஒருதலையாக. (பொருட்குறை நிரப்பலாவது: ஒரோ  எண்களைக் குறித்து இத்துணை ஈட்டுவதும் என  ஈட்டத்தையே மேற்கொண்டு இவறிக் கூட்டுதல்.  தனித்தல்: பிறரை ஒழித்தல். இரத்தற்கு உள்ளது  அப்பொழுதை இளிவரவே: பின் நல்குரவு இல்லை,  தமியர் உண்டற்கு அவை இரண்டும் உளவாம் ஆகலின்,  'இரத்தலின் இன்னாது' என்றார். 'நிரப்பிய'  என்பதற்குத் 'தேடிய உணவுகளை' என்று உரைப்பாரும்  உளர்.).",अपने स्वयं के धन को भरने के लिए एकान्त और अनचाहे खाने से भीख मांगने की तुलना में निश्चित रूप से बहुत अधिक अप्रिय है।
230,ஈகை,இல்லறவியல்,அறத்துப்பால்,Giving,Domestic Virtue,Virtue,देन,गुण,घरेलू गुण,சாதலின் இன்னாத தில்லை இனிததூஉம் ஈதல் இயையாக் கடை.,"'Tis bitter pain to die, 'Tis worse to live. For him who nothing finds to give! ","मरने से बढ़ कर नहीं, दुख देने के अर्थ ।,  सुखद वही जब दान में, देने को असमर्थ ॥",Nothing is more unpleasant than death: yet even that is pleasant where charity cannot be exercised.,"சாதலின் இன்னாதது இல்லை - ஒருவற்குச் சாதல்  போல இன்னாதது ஒன்று இல்லை, அதூஉம் ஈதல்  இயையாக் கடை இனிது - அத்தன்மைத்தாகிய  சாதலும், வறியார்க்கு ஒன்று ஈதல் முடியாதவழி  இனிது. (பிறர்க்குப் பயன்படாத உடற்பொறை  நீங்குதலான் 'இனிது' என்றார். இவை மூன்று  பாட்டானும் ஈயாமையின் குற்றம் கூறப்பட்டது.).",मृत्यु से ज्यादा कुछ भी अप्रिय नहीं है: फिर भी यह सुखद भी है जहां दान का प्रयोग नहीं किया जा सकता है।
231,புகழ்,இல்லறவியல்,அறத்துப்பால்,Renown,Domestic Virtue,Virtue,रिन्यू,गुण,घरेलू गुण,ஈதல் இசைபட வாழ்தல் அதுவல்லது ஊதியம் இல்லை உயிர்க்கு.,See that thy life the praise of generous gifts obtain; Save this for living man exists no real gain. ,"देना दान गरिब को, जीना कर यश-लाभ ।,  इससे बढ़ कर जीव को, और नहीं है लाभ ॥",Give to the poor and live with praise. There is no greater profit to man than that.,"ஈதல்' - வறியார்க்கு ஈக, இசைபட வாழ்தல் -  அதனால் புகழ் உண்டாக வாழ்க, அல்லது உயிர்க்கு  ஊதியம் இல்லை - அப்புகழ் அல்லது மக்கள்  உயிர்க்குப்பயன் பிறிது ஒன்று இல்லை ஆகலான்.் (இசைபட வாழ்தற்குக் கல்வி, ஆண்மை முதலிய பிற  காரணங்களும் உளவேனும் உணவின் பிண்டம் உண்டி  முதற்று (புறநா.18) ஆகலின் ஈதல் சிறந்தது என்பதற்கு  ஞாபகமாக 'ஈதல்' என்றார். உயிர்க்கு என்பது,  பொதுப்படக் கூறினாரேனும், விலங்கு உயிர்கட்கு  ஏலாமையின், மக்கள் உயிர்மேல் நின்றது.).",गरीबों को दे दो और प्रशंसा के साथ जीओ।इससे बड़ा लाभ नहीं है।
